,Property Name,Borough,yb,ppt,Property Type,Occupancy,seui,ngu,eu,tge,wu
1,Cathedral Preparatory Seminary,Queens,1963,K-12 School,SpecialPurpose,100,43.5,2068300.1,616343.7,164.5,102.9
7,38-20 Bowne Street Flushing,Queens,1975,Multifamily Housing,Multifamily,100,169.1,24384312.42738699,10446179.3,926.2,18570.4
8,Queens- Queen Grand Realty,Queens,1950,Distribution Center,Other,100,99.2,3243162.2,5234449.5,636.3,1003.2
18,Wendi Realty LLC,Queens,1940,Refrigerated Warehouse,Industrial,100,89.9,24384312.42738699,3440512.5,305.0,1227.4
24,140-25 Ash Avenue,Queens,1928,Multifamily Housing,Multifamily,100,41.5,24384312.42738699,375331.4,33.3,16217.966089617938
29,Center for Automotive Education and Training,Queens,2005,Other - Education,Other,100,152.3,2817938.3,3554617.0,464.8,1829.8
37,43rd Ave Enterprises Corp.,Queens,1931,Manufacturing/Industrial Plant,Other,100,49.4,326400.0,528177.4,64.2,18428.5
38,Staples,Queens,1961,Retail Store,Retail,100,235.0,145600.0,1051476.0,101.0,74.1
41,Montclair Gardens Inc.,Queens,1944,Multifamily Housing,Multifamily,100,92.2,8413912.9,256342.4,469.6,8035.9
42,Surfair Equities LTD,Queens,1937,Multifamily Housing,Multifamily,100,365.9615532989144,24384312.42738699,120723.5,3694.476402518561,16217.966089617938
43,Cross Bay Co-op Corp,Queens,1959,Multifamily Housing,Multifamily,100,168.7,11189751.2,2741415.8,837.4,8269.9
44,Cord Meyer Devlopment,Queens,1950,Multifamily Housing,Multifamily,90,691.4,19956511.5,4335479.0,1444.4,16217.966089617938
45,Cord Meyer Development LLC Bay1-1,Queens,1950,Multifamily Housing,Multifamily,90,122.8,9442347.4,5425836.0760790175,501.5,16217.966089617938
46,Bay Terrace Co OP 4,Queens,1950,Multifamily Housing,Multifamily,90,194.3,4346326.9,2817056.4,480.6,16217.966089617938
47,Cord Meyer Development LLC Bay 4-1,Queens,1960,Multifamily Housing,Multifamily,90,129.1,8483120.3,5425836.0760790175,450.6,16217.966089617938
48,Bay Terrace Co Op Section 9,Queens,1960,Multifamily Housing,Multifamily,100,196.6,10745294.0,2606495.1,801.8,16217.966089617938
60,175-27 Wexford Terrace LLC,Queens,1938,Multifamily Housing,Multifamily,100,117.6,7454293.8,188600.3,412.7,6463.2
71,pjl realty corp,Queens,1965,Refrigerated Warehouse,Industrial,100,135.9,24384312.42738699,3636452.3,322.4,57.2
77,"EXO FPM, LLC/Forest Properties",Queens,2008,Multifamily Housing,Multifamily,100,47.5,2720325.2,1016434.8,234.6,3894.9
86,astoria ice,Queens,1976,Other - Entertainment/Public Assembly,Other,100,122.9,1911667.8,1457463.4,230.8,1375.9
89,JAG Specialty Foods - Angonoa Brands,Queens,1960,Food Service,Other,100,301.9,10624879.5,1734812.7,718.1,641.8
97,Bay Terrace Co Op 3,Queens,1950,Multifamily Housing,Multifamily,100,89.3,5103780.5,5425836.0760790175,271.1,16217.966089617938
98,Cord Meyer Development LLC Bay 3-2,Queens,1950,Multifamily Housing,Multifamily,90,137.7,5933519.2,5425836.0760790175,315.2,16217.966089617938
99,Bay Terrace 3-3,Queens,1950,Multifamily Housing,Multifamily,90,137.3,807932.3,2389207.9,254.7,16217.966089617938
100,81-05 Tenants LTD,Queens,1940,Multifamily Housing,Multifamily,100,93.4,3400.0,318668.8,580.8,5448.1
102,Northridge Coop Section II,Queens,1953,Multifamily Housing,Multifamily,100,127.4,28568942.0,7044802.7,2200.4,19375.9
104,161-01 Jamaica Ave,Queens,1962,Office,Office,100,234.8,2497141.6,3651139.4,456.3,1115.8
105,42-40 Bell Plaza,Queens,1972,Office,Office,90,438.2,4978076.8,6934880.2,879.3,1279.0
110,27-10 Astoria Blvd,Queens,2005,Multifamily Housing,Multifamily,100,92.3,903762.5,428165.7,86.0,705.4
137,FDA Queens,Queens,1999,Other,Other,100,516.9,37864531.8,31884092.5,5024.6,13754.4
150,Dara Gardens,Queens,1952,Multifamily Housing,Multifamily,100,121.1,36573352.7,6303011.3,2501.4,32769.2
157,141-18 CHERRY AVENUE - 44298,Queens,2011,Multifamily Housing,Multifamily,100,83.8,2510954.5,591895.7,185.8,16217.966089617938
166,Jopin Realty,Queens,1930,Multifamily Housing,Multifamily,100,93.5,3738819.4,593831.1,251.2,3493.4
179,Silvercup Studios 22nd Street,Queens,1931,Other,Other,100,229.1,1362400.0,5380996.8,549.4,1411.4
185,La Villa Pa Shan Condominium,Queens,2011,Multifamily Housing,Multifamily,85,33.8,146690.0,315529.2,35.8,16217.966089617938
187,Silvercup Studios East,Queens,1937,Other,Other,100,120.0,6293179.9,4008144.5,689.6,942.5
205,Lucky Supply Inc.,Queens,1965,Non-Refrigerated Warehouse,Industrial,100,18.0,296346.2,334202.3,45.4,16217.966089617938
208,56-11 94TH STREET CO. LLC,Queens,1964,Multifamily Housing,Multifamily,100,43.4,348700.0,1203415.8,169.2,3604.1
209,40-40 79th STREET,Queens,1956,Multifamily Housing,Multifamily,100,62.4,1447300.0,2846365.5,370.2,14180.6
211,Richelieu Gardens,Queens,1992,Multifamily Housing,Multifamily,100,69.1,242000.0,2075089.7,227.6,8616.8
225,Young Israel of Hillcrest,Queens,1965,Worship Facility,Other,100,99.7,446438.2,453916.4,64.0,16217.966089617938
247,Holliswood,Queens,1950,Hospital (General Medical & Surgical),Hospitality,100,212.1,685810.8,2263327.3,840.1,16217.966089617938
250,The Fortress New York Holdings Inc,Queens,1931,Non-Refrigerated Warehouse,Industrial,100,68.9,1341303.6,1306678.8,187.1,26.2
268,49-47 31st Street,Queens,1931,Office,Office,30,53.8,2318463.8,327142.5,152.1,4885.3
272,Sanford Apartment Corp.,Queens,1928,Multifamily Housing,Multifamily,100,143.1,6957203.3,157347.8,383.5,3884.5
293,Silvercup Studios 21st Street,Queens,1925,Other,Other,100,58.1,2589199.8,1632712.5,282.3,16217.966089617938
297,70-50 Austin St,Queens,1941,Mixed Use Property,Other,100,273.5,4876089.3,3770247.5,593.3,2403.2
298,Pepsi cola Bottling Co of NY,Queens,1970,Non-Refrigerated Warehouse,Industrial,100,986.1,64038017.0,28832876.0,5957.7,16217.966089617938
300,103-55 LLC,Queens,1928,Multifamily Housing,Multifamily,100,103.0,3023389.0,19482.5,162.3,3754.1
330,BRG - 150-15 79th Avenue,Queens,1965,Multifamily Housing,Multifamily,100,124.8,6462417.7,1019809.1,433.7,3447.8
342,College Point Reality LLC.,Queens,1941,Non-Refrigerated Warehouse,Industrial,100,119.5,3314893.6,2964407.5,438.9,442.0
399,45-08 40th Street (Charles McNally),Queens,1922,Multifamily Housing,Multifamily,100,128.6,7306467.8,2431494.2,622.9,16217.966089617938
402,Flushing Manor Nursing and Rehabilitation,Queens,1950,Senior Care Community,Other,100,365.9615532989144,24384312.42738699,5425836.0760790175,3694.476402518561,16217.966089617938
409,25 Bridge Plaza North,Queens,1950,Office,Office,100,292.1,1283283.3,4285903.6,530.1,1694.3
410,Larrin - 30-60 Crescent Street,Queens,1963,Multifamily Housing,Multifamily,100,132.0,5369486.3,1200332.8,391.6,4559.5
411,Larrin - 30-91 Crescent Street,Queens,1956,Multifamily Housing,Multifamily,100,113.3,4721080.1,980800.3,337.7,2877.0
412,Larrin - 33-43 Crescent Street,Queens,1959,Multifamily Housing,Multifamily,100,133.1,6082510.0,1010110.3,412.6,4119.1
429,12 - 16 43rd Ave,Queens,2010,Office,Office,100,336.3,6292652.3,9557239.5,1181.6,1359.9
446,"The Bukawyn Co., LLC",Queens,1950,Multifamily Housing,Multifamily,100,50.7,24384312.42738699,5425836.0760790175,189.5,16217.966089617938
447,Gotham Tower,Queens,2011,Office,Office,100,211.9,10174133.4,40810504.9,4158.6,8906.3
466,Silverstein - 67-14 41st Ave,Queens,1962,Multifamily Housing,Multifamily,100,107.8,5658715.7,1328187.3,442.0,5900.6
467,Silverstein - 43-14 60th St,Queens,1955,Multifamily Housing,Multifamily,100,88.5,3437327.5,734677.5,247.7,16217.966089617938
468,Silverstein - 40-70 Hampton St,Queens,1962,Multifamily Housing,Multifamily,100,147.4,9180818.2,1766385.4,659.3,10210.2
469,Silverstein - 42-07 Elbertson St,Queens,1956,Multifamily Housing,Multifamily,100,87.3,4503897.9,873132.4,339.2,6406.3
470,13-15 131st Street,Queens,1908,Manufacturing/Industrial Plant,Other,100,99.3,4183615.9,802115.2,293.3,16217.966089617938
471,25-11 Union Street,Queens,1954,Multifamily Housing,Multifamily,100,130.0,15263213.6,3252907.5,1099.1,10951.0
476,142-24 38 Avenue,Queens,1965,Multifamily Housing,Multifamily,100,153.1,6228796.9,779857.8,400.0,7132.2
478,Ferguson - 57-18 48th Street,Queens,1930,Non-Refrigerated Warehouse,Industrial,100,131.1,8026755.0,814054.7,498.5,41.8
479,Ferguson - 48-20 57th Avenue,Queens,1931,Manufacturing/Industrial Plant,Other,100,32.0,3127499.8,322988.7,194.8,141.7
485,Main Hospital,Queens,1978,Hospital (General Medical & Surgical),Hospitality,100,567.5,129563895.0,62202818.2,12668.9,94339.4
486,West Building,Queens,2010,Hospital (General Medical & Surgical),Hospitality,100,525.9,18690599.8,22521929.5,2989.5,105796.9
492,0732-Long Island City - Northern Blvd Bldg A,Queens,2000,Self-Storage Facility,Other,80,16.5,24384312.42738699,504163.9,44.7,86.0
493,0732-Long Island City - Northern Blvd Bldg B,Queens,2000,Self-Storage Facility,Other,80,66.5,3377200.2,300112.7,206.0,344.0
535,Lewis Realty - 3410 145,Queens,1920,Distribution Center,Other,100,57.2,1797600.1,376668.8,128.9,0.2
536,Lewis Realty - 3410 190,Queens,1950,Distribution Center,Other,100,54.7,1304300.1,616209.6,123.9,1.4
541,43-01 22nd Street Owners LLC,Queens,1926,Mixed Use Property,Other,100,59.2,15916.7,2283717.6,589.8,4016.0
562,Maple Avenue,Queens,1962,Non-Refrigerated Warehouse,Industrial,100,145.7,2630100.1,6749949.1,797.7,1907.0
588,36-01 37th Avenue,Queens,1914,Office,Office,100,204.1,1675100.2,3197634.5,372.5,2009.3
589,zz Regency 90-30 Metropolitan Ave,Queens,1952,Strip Mall,Other,100,376.3,24384312.42738699,7773909.0,689.2,363.2
594,38-11 108th Street - 43785,Queens,2003,Multifamily Housing,Multifamily,100,154.9,6846207.4,2199637.2,558.7,7131.2
595,40-40 75th Street - 43784,Queens,2008,Multifamily Housing,Multifamily,100,112.4,24384312.42738699,2792250.0,247.6,2893.5
596,69-05 35th Avenue - 43346,Queens,1963,Multifamily Housing,Multifamily,100,153.2,4375071.8,1464472.8,362.2,4347.3
604,144-35 Sanford Ave - 43009,Queens,1951,Multifamily Housing,Multifamily,100,140.8,11062509.1,1186749.7,692.8,16217.966089617938
605,Sanford Kissena - 43508,Queens,1924,Multifamily Housing,Multifamily,100,115.0,521933.3,3305040.0,320.7,16217.966089617938
607,31-74 29th Street - 30540,Queens,1940,Multifamily Housing,Multifamily,100,100.1,5982680.0,995511.2,406.0,2645.9
608,31-62 29th Street - 7264,Queens,1940,Multifamily Housing,Multifamily,100,105.9,6450616.6,1012807.2,432.4,2812.7
609,32-16 33rd   AVENUE - 30541,Queens,1930,Multifamily Housing,Multifamily,100,121.0,3798596.9,566591.2,252.0,2061.2
621,48-21 5th Street- 39495,Queens,2005,Multifamily Housing,Multifamily,100,106.8,1627626.7,1977047.2,261.7,2243.2
644,Falchi Building,Queens,1920,Manufacturing/Industrial Plant,Other,95,197.4,21263611.2,28605427.7,3665.6,17555.7
645,83 33 Gardens Corp,Queens,1960,Multifamily Housing,Multifamily,90,94.8,10050680.5,525648.0,611.2,16217.966089617938
649,Georgian House Owners Corp,Queens,1960,Multifamily Housing,Multifamily,90,66.2,7249513.2,456566.1,490.7,16217.966089617938
650,EB Management Properties LLC,Queens,1930,Multifamily Housing,Multifamily,100,103.8,811400.0,172541.4,496.0,9275.8
651,EB Management Associates LLC,Queens,1929,Multifamily Housing,Multifamily,100,139.3,7949300.1,204331.0,440.3,1062233.7
675,Empire Office Woodside,Queens,1939,Non-Refrigerated Warehouse,Industrial,100,28.4,1327054.8,698689.5,132.4,93.4
713,Parking Garage,Queens,2008,Parking,Other,100,8.5,24384312.42738699,447654.4,39.7,102.4
741,MoMA Qns,Queens,2000,Museum,Other,100,486.4,103050.4,21121644.6,2001.0,2607.0
742,Aloft New York LaGuardia Airport,Queens,2016,Hotel,Hotel,75,365.9615532989144,24384312.42738699,3018299.3,3694.476402518561,16217.966089617938
743,Rego Park Health Care,Queens,1972,Senior Care Community,Other,95,365.9615532989144,24384312.42738699,5425836.0760790175,3694.476402518561,16217.966089617938
747,Howard Johnson AirTrain JFK Airport,Queens,2013,Hotel,Hotel,80,223.1,1598446.4,1407808.8,209.7,6179.7
751,Kingsland 310 Realty Corp.,Queens,2000,Wholesale Club/Supercenter,Other,85,53.6,1524820.0,598685.6,134.1,39.0
752,Liberty Equities,Queens,1960,Refrigerated Warehouse,Industrial,100,53.8,5687092.9,925048.6,384.1,227.5
753,"Franhill Realty, LLC",Queens,1954,Office,Office,100,49.2,1247708.0,1136515.7,167.0,5454.9
754,"Whitehall Terrace Associates, LLC",Queens,1962,Office,Office,100,236.1,7489071.3,3574973.1,714.7,4103.6
766,d & a,Queens,1922,Non-Refrigerated Warehouse,Industrial,100,95.8,2083499.9,1255070.2,221.9,451.6
767,maspeth,Queens,1963,Non-Refrigerated Warehouse,Industrial,100,162.3,1742499.7,3954917.4,443.2,530.2
806,47-11 Van Dam (W09),Queens,1923,Parking,Other,100,85.8,1069033.3,1590310.5,197.8,381.5
831,Angela Cordero,Queens,1928,Multifamily Housing,Multifamily,100,211.4,2549720.0,756277.3,543.3,4999.8
853,Courtyard LaGuardia,Queens,1962,Hotel,Hotel,100,226.1,2960158.0,9114943.2,1718.4,9874.0
864,Manton Holding,Queens,1949,Mixed Use Property,Other,95,145.9,159966.7,860653.7,280.6,2420.4
868,Wingate JFK Airport,Queens,2017,Hotel,Hotel,85,365.9615532989144,24384312.42738699,5425836.0760790175,3694.476402518561,16217.966089617938
882,54-35 46th Street LLC,Queens,1950,Manufacturing/Industrial Plant,Other,100,137.8,2534425.3,1310890.4,250.8,854.3
893,25-20 Borden Avenue,Queens,1952,Manufacturing/Industrial Plant,Other,100,51.9,24384312.42738699,1718104.6,152.3,588.2
901,Mount Sinai Queens,Queens,1952,Hospital (General Medical & Surgical),Hospitality,100,623.2,59726027.0,27084260.3,5573.6,16217.966089617938
1001,42-42 JUDGE STREET - 30045,Queens,1938,Multifamily Housing,Multifamily,100,119.3,3764317.0,555925.6,249.2,4863.8
1011,160 Beach 117th Street - 30046,Queens,1932,Multifamily Housing,Multifamily,100,131.7,24384312.42738699,2894658.8,256.6,4311.8
1038,144-06 94 Ave - 40918,Queens,1962,Office,Office,100,90.6,999674.0,2386489.3,264.7,16217.966089617938
1080,Forest Hills Tower,Queens,1982,Office,Office,100,152.8,8891846.9,16245294.6,1912.6,6356.2
1082,Flushing Plaza,Queens,1974,Mixed Use Property,Other,100,383.6,3696857.6,28879973.6,2788.7,5638.6
1084,70-00 Austin Street,Queens,1997,Mixed Use Property,Other,100,363.8,1083426.6,9061421.6,860.9,5393.8
1085,Queens Tower,Queens,1971,Office,Office,100,184.4,9418066.7,7289873.2,1146.6,2918.9
1114,KBI,Queens,1919,Distribution Center,Other,100,178.8,16829197.6,5726167.2,1401.6,1153.3
1116,River View Gardens,Queens,2006,Multifamily Housing,Multifamily,100,113.5,5186200.1,928292.4,357.8,4611.0
1129,Yorkshire Gardens,Queens,1926,Multifamily Housing,Multifamily,100,117.5,11642317.8,1790326.1,777.1,16217.966089617938
1132,Jupiter Court Corp,Queens,1927,Multifamily Housing,Multifamily,100,111.2,4914925.5,118118.2,295.3,5958.7
1133,Mydl Owners Inc.,Queens,1927,Multifamily Housing,Multifamily,100,92.3,3768454.3,102871.6,258.3,6586.9
1161,1 Station Square - 26353,Queens,1930,Multifamily Housing,Multifamily,100,132.2,3640425.1,1293012.3,308.0,16217.966089617938
1162,103-10 Queens Boulevard - 36575,Queens,1940,Multifamily Housing,Multifamily,100,99.2,4310294.6,696357.9,290.7,16217.966089617938
1163,110-20 71st Avenue - 33721,Queens,1951,Multifamily Housing,Multifamily,100,98.1,10145939.4,2146715.5,729.2,7572.5
1164,110-34 73rd Road - 32291,Queens,1942,Multifamily Housing,Multifamily,100,70.3,4736263.9,898858.3,331.3,4415.8
1165,113-14 72nd Road - 38934,Queens,1941,Multifamily Housing,Multifamily,100,95.3,24384312.42738699,1527892.1,738.9,4863.1
1166,18-15 215th Street - 25154,Queens,1969,Multifamily Housing,Multifamily,100,147.3,667563.3,9300292.8,2548.6,12879.2
1167,137-04 68th Drive - 25146,Queens,1950,Multifamily Housing,Multifamily,100,71.2,1053920.6,5318102.1,527.5,16217.966089617938
1168,17-85 215th Street - 25166,Queens,1969,Multifamily Housing,Multifamily,100,113.5,34737299.8,1279818.5,1958.5,14627.4
1169,18-40 211th Street - 10854,Queens,1961,Multifamily Housing,Multifamily,100,65.1,15014571.0,4279011.2,1176.9,14945.3
1170,18-55 Corporal Kennedy St - 26688,Queens,1961,Multifamily Housing,Multifamily,100,125.0,20290448.2,9106603.8,1885.1,15174.3
1171,23-22 30th Road - 29542,Queens,1988,Multifamily Housing,Multifamily,100,99.3,144620.0,2844347.6,259.9,16217.966089617938
1172,139-50 35th Avenue - 24508,Queens,1959,Multifamily Housing,Multifamily,100,124.3,748826.6,1455846.8,963.0,6294.9
1176,149-30 88th Street - 32223,Queens,1963,Multifamily Housing,Multifamily,100,102.4,13734085.2,2559334.5,956.4,10927.9
1177,160-15 Powells Cove Blvd - 28307,Queens,1928,Multifamily Housing,Multifamily,100,121.4,6395553.5,1172757.8,443.7,2384.4
1178,209-21 26th Avenue - 30214,Queens,1982,Multifamily Housing,Multifamily,100,42.5,2841564.9,1388086.2,274.0,16217.966089617938
1179,211-65 23rd Avenue - 24509,Queens,1961,Multifamily Housing,Multifamily,100,98.8,21067285.4,9898134.7,1996.5,19103.0
1182,35-53 77 Street - 28301,Queens,1937,Multifamily Housing,Multifamily,100,89.7,4015066.9,720305.8,277.1,3511.1
1183,41-07 42nd Street - 38734,Queens,1936,Multifamily Housing,Multifamily,100,104.9,4396638.6,696049.7,295.2,3010.2
1184,41-44 44th Street - 32221,Queens,1930,Multifamily Housing,Multifamily,100,115.9,5738500.0,982951.2,391.9,5712.2
1185,42-49 Colden St - 33607,Queens,1962,Multifamily Housing,Multifamily,100,122.4,24428180.1,3843001.6,1638.2,27435.5
1188,43-10 48th Avenue - 36322,Queens,1931,Multifamily Housing,Multifamily,100,99.4,20199112.8,7501511.1,1738.0,29736.2
1189,43-23 Colden St - 33608,Queens,1965,Multifamily Housing,Multifamily,100,134.0,34271610.1,4631001.3,2230.9,27256.8
1192,43-32 Kissena Blvd - 33605,Queens,1962,Multifamily Housing,Multifamily,100,123.1,24387378.8,3865515.4,1638.0,23885.3
1193,43-44 Kissena Blvd - 33606,Queens,1962,Multifamily Housing,Multifamily,100,119.5,23320711.1,3812373.0,1576.7,23593.6
1195,48-01 42nd Street - 36323,Queens,1937,Multifamily Housing,Multifamily,100,102.6,16407813.4,2961556.9,1134.1,15938.7
1196,67-01 136th Street - 25143,Queens,1950,Multifamily Housing,Multifamily,100,109.0,6587279.5,3619447.6,670.8,12699.2
1197,210-50 41st Avenue - 33946,Queens,1963,Multifamily Housing,Multifamily,100,103.5,201776.7,1115472.9,452.1,2654.1
1199,52-54 65th Place - 24506,Queens,1956,Multifamily Housing,Multifamily,100,59.6,22276756.1,5425836.0760790175,1183.2,16303.8
1201,105-20 66th Avenue - 40442,Queens,1950,Multifamily Housing,Multifamily,100,118.1,12921064.0,3252270.2,974.6,16217.966089617938
1203,59-11 Queens Boulevard - 37497,Queens,1931,Multifamily Housing,Multifamily,100,87.4,4927959.7,978852.8,348.5,4930.4
1204,71-36 110th Street - 38296,Queens,1949,Multifamily Housing,Multifamily,100,96.7,4847971.8,1097260.3,354.8,2732.6
1205,83-05 98th Street - 39520,Queens,1954,Multifamily Housing,Multifamily,100,115.8,27383021.4,6458473.7,2027.0,16217.966089617938
1208,70-31 108th Street - 35633,Queens,1966,Multifamily Housing,Multifamily,100,99.5,5384950.6,2182997.5,479.6,7080.3
1209,86-39 Shore Parkway - 31873,Queens,1958,Multifamily Housing,Multifamily,100,142.2,7137167.7,1492305.6,511.4,16217.966089617938
1211,99-10 60th Avenue - 37692,Queens,1961,Multifamily Housing,Multifamily,100,93.9,1814574.5,1836509.2,259.2,5579.4
1212,43-70 Kissena Blvd - 33609,Queens,1962,Multifamily Housing,Multifamily,100,154.1,35716836.1,5188866.1,2357.1,16217.966089617938
1213,79-10 34th Avenue - 23816,Queens,1955,Multifamily Housing,Multifamily,100,104.3,10950629.6,2368373.2,791.6,5644.8
1215,196-14 69th Avenue - 33039,Queens,1951,Multifamily Housing,Multifamily,100,105.7,408950.0,1640225.8,689.6,6801.0
1216,52-09 99th Street - 25053,Queens,1983,Multifamily Housing,Multifamily,100,102.9,6924117.1,1986883.5,543.9,8386.6
1217,46-01 39th Avenue - 33429,Queens,1961,Multifamily Housing,Multifamily,100,97.1,9435370.1,2141464.9,691.0,6266.4
1218,33-49 91st Street - 20156,Queens,1958,Multifamily Housing,Multifamily,100,95.2,20195944.8,6441683.7,1643.8,16118.3
1220,140-15 Holly Avenue - 36545,Queens,1960,Multifamily Housing,Multifamily,100,112.5,1710409.1,1366410.3,591.1,6969.6
1222,52-15 65th Place - 24505,Queens,1955,Multifamily Housing,Multifamily,100,50.7,5582650.3,5425836.0760790175,296.5,2963.9
1223,63-33 98th Place - 25446,Queens,1948,Multifamily Housing,Multifamily,100,87.4,9010000.3,1957500.3,652.1,9718.2
1225,84-50 169 Street - 26223,Queens,1955,Multifamily Housing,Multifamily,100,137.7,6708007.3,1966224.9,530.6,9830.0
1228,67-02 Springfield Blvd - 41565,Queens,1949,Multifamily Housing,Multifamily,100,57.4,30212740.4,45539.6,1608.8,16217.966089617938
1230,68-04 136th Street - 25145,Queens,1950,Multifamily Housing,Multifamily,100,107.2,6685400.2,3824575.1,694.2,12045.8
1231,68-22 138th Street - 25144,Queens,1950,Multifamily Housing,Multifamily,100,70.3,267276.5,1601857.8,156.2,16217.966089617938
1235,81-26 150th Street - 36930 - Parkway Village,Queens,1947,Multifamily Housing,Multifamily,100,116.0,56086032.5,9873323.6,3854.4,16217.966089617938
1238,39-25 51st Street - 26212,Queens,1951,Multifamily Housing,Multifamily,100,101.3,25072969.9,4352605.0,1717.6,17631.8
1239,196-66 69th Avenue - 33040,Queens,1952,Multifamily Housing,Multifamily,100,168.3,4562331.5,2374173.9,975.2,6231.1
1240,44-10 Macnish Street - 36764,Queens,1950,Multifamily Housing,Multifamily,100,136.8,8583020.0,1399217.7,579.9,16217.966089617938
1243,151-25 88th Street - 42528,Queens,1960,Multifamily Housing,Multifamily,100,168.3,11244696.3,3153101.6,876.8,6325.7
1245,124-16 84 Road - 43895,Queens,1938,Multifamily Housing,Multifamily,100,99.6,5219683.2,932305.5,359.9,3229.4
1253,141-05 Pershing Cr - 43321,Queens,1959,Multifamily Housing,Multifamily,100,116.3,7077583.8,1264564.1,488.0,5397.2
1254,83-06 Vietor Avenue - 42063,Queens,1932,Multifamily Housing,Multifamily,100,98.0,7243541.6,947178.5,468.7,16217.966089617938
1255,41-36  51 St - 28302,Queens,1930,Multifamily Housing,Multifamily,100,143.6,4195184.7,577956.4,274.1,1500.1
1256,18-05 215th St - 36033,Queens,1969,Multifamily Housing,Multifamily,100,108.9,24384312.42738699,11618839.2,1030.1,16499.0
1257,68-01 Bell Blvd - 41564,Queens,1949,Multifamily Housing,Multifamily,100,199.8,9007009.2,10350850.9,1396.1,10714.3
1258,67-01 Bell Blvd - 41563,Queens,1949,Multifamily Housing,Multifamily,100,75.0,9649202.8,5425836.0760790175,512.5,6442.1
1261,25-10 31st Avenue - 43930,Queens,1950,Multifamily Housing,Multifamily,100,102.0,4668206.4,459449.1,288.7,4079.8
1262,44-05 Macnish Street - 36763,Queens,1951,Multifamily Housing,Multifamily,100,142.1,12901109.2,2247587.5,884.5,16217.966089617938
1309,80-40 Lefferts Boulevard - 8522,Queens,1990,Multifamily Housing,Multifamily,100,80.4,24384312.42738699,731192.5,340.7,1632.2
1319,Q Block 429 Lot 3,Queens,1929,Other,Other,100,95.4,4638232.2,757607.0,313.5,1274.0
1320,100-02 ROCKAWAY BLVD 26 LLC,Queens,1944,Other,Other,50,40.6,2039833.5,41614.0,112.0,772.9
1330,Pandora Enterprises Inc,Queens,1950,Multifamily Housing,Multifamily,100,102.0,4245540.0,824072.6,298.6,2524.7
1342,Union Plaza Care center,Queens,1995,Senior Care Community,Other,100,268.9,27467809.3,5123666.3,1913.2,16217.966089617938
1344,143-40 41st Avenue,Queens,1962,Multifamily Housing,Multifamily,100,116.6,414548.5,721803.1,456.5,16217.966089617938
1345,143-40 Roosevelt Avenue,Queens,1962,Multifamily Housing,Multifamily,100,111.4,6421993.9,1036356.2,433.0,5895.4
1346,143-55 41 Avenue,Queens,1963,Multifamily Housing,Multifamily,100,133.9,4971678.8,707998.5,326.8,16217.966089617938
1347,143-36 Barclay Avenue,Queens,1957,Multifamily Housing,Multifamily,100,105.9,3857463.4,481789.0,247.6,16217.966089617938
1348,38-15 149 Street,Queens,1955,Multifamily Housing,Multifamily,100,100.0,585623.4,1353244.7,632.4,5350.1
1350,New York Times,Queens,1994,Manufacturing/Industrial Plant,Other,100,533.4,25625703.6,84639468.6,8942.0,6582.9
1364,WIN DEPOT,Queens,1982,Retail Store,Retail,100,114.3,2167317.7,1283983.8,229.0,652.4
1368,11-05 44th Drive,Queens,1931,Mixed Use Property,Other,100,253.8,1066900.0,4008417.6,412.1,495.2
1378,NASA Real Estate Corp.,Queens,1931,Multifamily Housing,Multifamily,100,152.6,409036.4,1036284.1,723.3,3908.6
1390,Pam's Place,Queens,2007,Residential Care Facility,Other,100,178.9,2706799.9,2294672.3,347.2,10293.9
1395,Boulevard Tenants Corp.,Queens,1950,Multifamily Housing,Multifamily,100,126.8,18285579.1,4717703.8,1440.7,16475.2
1410,29203-Queens Village / Jamaica AVE,Queens,2006,Distribution Center,Other,100,46.9,291000.0,719171.1,79.2,12.0
1411,26822-Woodside/Brooklyn Queens Expwy,Queens,1997,Distribution Center,Other,100,85.0,24384312.42738699,2219748.3,196.8,122.0
1417,08108-Van Dam Street,Queens,2006,Distribution Center,Other,100,57.1,858100.0,649501.5,103.2,22.0
1418,08109-Northern Boulevard,Queens,2006,Distribution Center,Other,100,60.4,617200.0,1181626.8,137.5,74.0
1464,KAUFMAN ASTORIA 14,Queens,1999,Movie Theater,Other,100,236.9,2283900.0,5572905.0,615.4,3749.0
1466,Long Island City,Queens,2004,Other,Other,100,588.7,11572113.6,3425530.7,1270.5,702.4
1540,30-30,Queens,1919,Office,Office,55,110.0,25969000.1,28442841.0,3901.1,5174.7
1541,bayside,Queens,1940,Multifamily Housing,Multifamily,100,24.5,25653.3,196502.9,18.8,823.6
1554,SPAR KNITWEAR,Queens,1922,Office,Office,100,91.6,2029236.7,2606658.8,338.9,16217.966089617938
1555,SPAR KNITWEAR CORP.,Queens,1913,Office,Office,100,75.2,1657349.9,1343036.2,207.1,819.9
1568,Daiei Trading Co Inc,Queens,1986,Non-Refrigerated Warehouse,Industrial,100,220.3,3428450.3,2290822.3,385.2,158.9
1569,144-70 41st Owners Inc.,Queens,1962,Multifamily Housing,Multifamily,100,106.9,686961.3,1265451.6,561.5,6605.4
1570,Enimon Realty Corp. c/o Douglaston Realty,Queens,1924,Multifamily Housing,Multifamily,100,93.1,6648826.7,1071058.4,448.1,9191.5
