,Property Name,Borough,yb,ppt,Property Type,Occupancy,seui,ngu,eu,tge,wu
0,The Argonaut Building,Manhattan,1909,Office,Office,95,138.4,1435754.7,6551394.1,732.4,3635.5
2,The Nomad Hotel,Manhattan,1999,Hotel,Hotel,85,271.1,8245445.1,8033914.4,1150.2,10762.6
3,10 West 27 Street Corp,Manhattan,1994,Hotel,Hotel,100,163.0,1848519.4,1976691.9,273.4,790.1
4,Westbury Realty,Manhattan,2012,Hotel,Hotel,0,64.2,24384312.42738699,1022951.6,90.7,143.0
6,155 West 66th Street Condominium,Manhattan,1999,Hotel,Hotel,100,243.4,1902140.0,7622453.3,1254.6,2641.6
15,Fashion Tower,Manhattan,1923,Office,Office,100,112.2,396.8,3158235.2,437.8,1690.4
17,The Helux,Manhattan,1998,Multifamily Housing,Multifamily,95,110.8,22065691.9,3909579.8,1518.6,12865.3
20,650 Fifth Avenue,Manhattan,1979,Office,Office,85,163.1,24384312.42738699,16134500.4,2123.9,6328.8
21,UJA 732 Lexington Avenue,Manhattan,1953,Office,Office,95,134.4,24384312.42738699,10215698.6,1133.6,4800.0
23,Sovereign - 425 East 58th Street,Manhattan,1972,Multifamily Housing,Multifamily,100,203.8,86424630.4,29697683.7,7413.4,47279.9
30,Jay Cee of New York Corp.,Manhattan,1904,Office,Office,85,119.1,2346.7,870169.5,160.7,71712.1
31,New York Midtown Corp,Manhattan,1923,Office,Office,85,131.0,24384312.42738699,5425836.0760790175,185.7,1330.9
32,The Salem House,Manhattan,1955,Multifamily Housing,Multifamily,100,201.9,8025038.8,1495515.8,558.8,4661.1
34,Whitney Museum of American Art,Manhattan,2015,Museum,Other,100,345.7,19855781.4,17580074.3,2613.3,9446.6
35,madison square garden,Manhattan,1968,Other - Entertainment/Public Assembly,Other,100,304.4,6441106.3,89965163.2,2904.5,16217.966089617938
36,JOLLY HOTEL USA,Manhattan,1930,Hotel,Hotel,100,191.9,24384312.42738699,4541399.4,1273.7,8762.8
40,LEXINGTON PARC CONDOMINIUM,Manhattan,1989,Multifamily Housing,Multifamily,100,79.9,56000.0,668752.0,347.9,4678.3
50,150 East 35th,Manhattan,1912,College/University,Other,100,97.3,614285.3,1031572.1,124.1,1973.2
51,2436 LHT,Manhattan,1930,Multifamily Housing,Multifamily,100,146.2,185381.8,551624.9,382.2,16217.966089617938
53,Parking Garage E,Manhattan,1922,College/University,Other,100,25.7,24384312.42738699,212340.1,18.8,127.0
63,"120 Broadway Holdings, LLC",Manhattan,1915,Office,Office,95,164.7,2077306.9,83856768.2,10255.3,20924.5
65,Episcopal Church Center,Manhattan,1962,Office,Office,100,140.8,24384312.42738699,4667864.3,691.5,2948.4
66,Village Place Corporation,Manhattan,1928,Multifamily Housing,Multifamily,100,65.6,3358525.8,222174.0,198.1,196855.2
67,Wyndham Midtown 45,Manhattan,2002,Hotel,Hotel,100,191.1,9028200.0,5509860.9,968.0,16217.966089617938
68,Icon parking garage,Manhattan,1920,College/University,Other,100,18.8,80209.1,130224.3,15.8,2.1
69,55th && 5th Avenue Corporation,Manhattan,1927,Office,Office,80,178.5,24384312.42738699,16364634.5,1668.9,6792.2
72,Jeffries Morris - 29 Broadway,Manhattan,1929,Office,Office,100,155.8,24384312.42738699,10737980.4,1678.7,16217.966089617938
73,Park Lane Hotel,Manhattan,1971,Hotel,Hotel,100,236.6,1844700.0,16704469.7,4348.2,78597.2
75,Kipling Arms,Manhattan,1900,Multifamily Housing,Multifamily,100,102.4,6131448.7,1277643.7,438.9,4231.7
76,Marben Realty,Manhattan,1920,Multifamily Housing,Multifamily,100,74.5,2430252.7,528804.6,176.0,1863.4
78,3 East 43rd Street,Manhattan,1909,College/University,Other,100,246.8,24384312.42738699,3144282.1,278.8,887.2
79,Berkeley 12 East 41st LLC,Manhattan,1926,College/University,Other,100,263.1,24384312.42738699,5183959.3,770.1,16217.966089617938
80,ESRT - One Grand Central Place,Manhattan,1928,Office,Office,100,146.9,2160197.0,36343152.6,6306.0,15989.4
81,ESRT - 250 West 57th Street,Manhattan,1921,Office,Office,80,175.0,9745.5,22772515.4,2929.9,5787.0
82,ESRT - 1400 Broadway,Manhattan,1935,Office,Office,100,179.4,37312.1,39731751.8,5147.4,12600.2
83,ESRT - 501 7th Ave*,Manhattan,1928,Office,Office,100,182.1,1168386.7,22510266.5,2864.3,6672.6
84,ESRT - Empire State Building,Manhattan,1930,Office,Office,100,178.6,4359150.0,130434834.9,17043.8,93365.2
85,35CPN,Manhattan,1984,Multifamily Housing,Multifamily,95,126.3,200279.4,881470.0,431.5,3409.6
87,836 Broadway,Manhattan,1913,Office,Office,100,152.0,35606.5,2193416.7,357.8,778.0
88,441-451,Manhattan,1925,Multifamily Housing,Multifamily,100,108.7,520500.0,3361857.3,1442.4,7279.3
90,Kalikow - 101 Park Ave_SWA,Manhattan,1982,Office,Office,90,184.6,661027.2,64042337.4,7208.9,16217.966089617938
91,Hotel Plaza Athenee,Manhattan,1927,Hotel,Hotel,100,154.5,1456025.0,7878947.5,775.9,16217.966089617938
92,41 Bennett,Manhattan,1920,Multifamily Housing,Multifamily,90,101.7,2804709.1,452281.0,189.1,16217.966089617938
93,21 East 10,Manhattan,1900,Multifamily Housing,Multifamily,100,114.7,3102751.8,1188082.7,270.1,2750.6
94,11 Howard Hotel,Manhattan,1961,Hotel,Hotel,100,296.6,5405694.3,8857958.6,1072.5,16217.966089617938
103,Lycee Francais LL84,Manhattan,2002,K-12 School,SpecialPurpose,100,136.4,3954954.6,6543278.0,790.2,16217.966089617938
106,Malcolm X II Phase A Associates,Manhattan,1910,Multifamily Housing,Multifamily,100,112.6,5665497.2,1807986.1,461.2,7099.0
109,159 E 30 Street - 37438,Manhattan,1987,Multifamily Housing,Multifamily,100,196.3,5650005.8,1923845.9,470.7,3544.6
111,1 United Nations Plaza,Manhattan,1975,Office,Office,100,244.6,1381082.1,35110077.9,4947.5,22742.6
112,2 United Nations Plaza,Manhattan,1983,Office,Office,100,189.8,24384312.42738699,24737478.0,3825.8,13851.2
120,Zuckerman,Manhattan,2006,Laboratory,Other,100,880.4,26386.7,150765357.7,22624.1,16217.966089617938
121,Rockefeller Research Lab,Manhattan,1987,Laboratory,Other,100,826.5,24384312.42738699,62053362.9,9710.2,16217.966089617938
122,Kimmel,Manhattan,2003,Medical Office,Office,100,383.6,24384312.42738699,6233724.1,747.3,16217.966089617938
123,Evelyn H. Lauder Breast and Imaging Center,Manhattan,2009,Urgent Care/Clinic/Other Outpatient,Other,100,483.2,24384312.42738699,27360236.8,4040.8,14952.8
124,MSKCC Ambulatory Care: Josie Robertson Surgery Center,Manhattan,2015,Ambulatory Surgical Center,Other,0,439.7,34760498.0,21703638.0,3770.5,9625.5
125,Lab Medicine,Manhattan,2017,Laboratory,Other,100,362.2,24384312.42738699,8641363.3,1064.6,16217.966089617938
126,3rd Avenue,Manhattan,1920,Other - Mall,Other,50,118.3,933103.4,959511.8,134.6,340.2
127,AMDA - Stratford Arms Hotel,Manhattan,1928,Residence Hall/Dormitory,Other,100,205.3,888350.0,2849914.2,705.0,8088.7
128,Belfer Hall,Manhattan,1969,College/University,Other,100,197.5,21080670.4,8925744.1,1911.0,4428.5
129,Furst Hall,Manhattan,1962,College/University,Other,100,142.2,13323.3,2443947.4,764.8,2098.3
130,Glueck Center,Manhattan,2009,College/University,Other,100,211.1,2830494.3,3066210.1,422.2,498.9
131,Gottesman Library,Manhattan,1967,College/University,Other,100,117.4,24384312.42738699,4139711.4,367.0,1523.3
132,Morgenstern Residence Hall,Manhattan,1963,College/University,Other,100,142.8,56580.0,1506511.8,548.0,1670.4
133,Rubin Residence Hall,Manhattan,1956,College/University,Other,100,323.3,24384312.42738699,6521014.0,1512.4,16217.966089617938
134,Zysman Hall,Manhattan,1929,College/University,Other,100,200.3,610916.7,7433888.6,691.5,716.9
135,The Penn Club of New York,Manhattan,1900,Hotel,Hotel,80,289.1,1501300.0,4929745.2,516.8,16217.966089617938
136,Schottenstein Residence Hall,Manhattan,1930,College/University,Other,100,160.1,2853114.8,1727997.3,304.7,2612.3
138,Jeffries Morris - 60 W 57th,Manhattan,1963,Multifamily Housing,Multifamily,70,183.1,5806081.8,10667966.5,2136.8,16217.966089617938
139,Standard Hotel,Manhattan,2006,Hotel,Hotel,100,550.2,30984322.9,25735692.4,3927.4,16217.966089617938
140,209 (211) East 43rd Street,Manhattan,1928,Office,Office,100,122.8,2496263.6,6085451.0,672.1,16217.966089617938
142,15 East 10th Street Owners,Manhattan,1910,Multifamily Housing,Multifamily,100,126.0,2788894.2,526306.2,194.8,16217.966089617938
144,360 East 72nd Street,Manhattan,1963,Multifamily Housing,Multifamily,100,154.1,30364102.5,14475068.6,3634.7,16217.966089617938
149,Churchill - 301 E 29th St,Manhattan,2001,K-12 School,SpecialPurpose,100,202.4,2762009.0,3653409.1,470.6,16217.966089617938
154,UNICEF HOUSE,Manhattan,1987,Office,Office,100,234.0,24384312.42738699,13463208.1,1548.9,5247.0
159,360 Lexington Ave,Manhattan,1959,Office,Office,90,146.2,24384312.42738699,9558281.4,1252.4,9783.7
160,830 Third Ave,Manhattan,1958,Office,Office,95,274.8,2314843.8,11405956.7,1321.8,3015.9
161,Nunz Realty LLC,Manhattan,1920,Multifamily Housing,Multifamily,70,116.1,84553.1,335329.1,183.4,1882.2
162,Strauss Park Realty,Manhattan,1928,Multifamily Housing,Multifamily,95,113.9,364553.3,377226.9,196.0,16217.966089617938
165,PVII CTNY 240 Owner LLC,Manhattan,1924,Office,Office,100,228.3,5544858.0,10508398.6,1226.2,4877.1
167,165 West 83rd Street,Manhattan,1912,Multifamily Housing,Multifamily,100,115.3,2604003.7,469699.6,180.0,1692.8
168,Wolk Properties,Manhattan,1920,Multifamily Housing,Multifamily,100,83.6,6298114.6,1766960.2,491.2,5083.0
169,155 West 81,Manhattan,1905,Multifamily Housing,Multifamily,100,99.4,4726739.2,902294.4,331.1,6475.3
170,"Mayflower Agency Co., Inc.",Manhattan,1916,Office,Office,95,454.5,32931523.9,7235266.7,2390.6,8221.8
171,"Kiamie East 32nd Street, Inc.",Manhattan,1915,Office,Office,90,125.5,885458.8,2119091.6,234.9,1134.8
172,"Kiamie Princess Marion Realty, Co.",Manhattan,1908,Office,Office,100,183.6,2757356.7,6231409.5,698.9,4031.4
173,Kiamie 256 LLC,Manhattan,2007,Office,Office,100,112.4,692633.3,1056513.5,130.5,16217.966089617938
178,Skyline Hotel,Manhattan,1959,Hotel,Hotel,100,353.2,16246615.2,8183779.7,1588.5,15179.4
180,Affinia Gardens,Manhattan,1963,Hotel,Hotel,100,134.9,66800.0,2657265.6,602.2,4756.1
181,Affinia50,Manhattan,1963,Hotel,Hotel,100,189.6,13997499.9,4605159.3,1151.8,8894.3
182,The Surrey Hotel,Manhattan,1926,Hotel,Hotel,100,326.4,3293070.0,9981874.2,1629.0,11682.8
183,Affi nia Shelburne,Manhattan,1925,Hotel,Hotel,100,185.9,8922910.4,8117693.9,1233.3,15022.4
184,The Benjamin Hotel,Manhattan,1927,Hotel,Hotel,100,229.1,2175900.0,7176391.8,1372.9,8332.6
189,Waterside - 10-40 Waterside Plaza,Manhattan,1974,Multifamily Housing,Multifamily,100,140.2,31334635.8,65207260.8,7445.6,16217.966089617938
191,31 Bennett,Manhattan,1920,Multifamily Housing,Multifamily,90,116.8,2804221.2,558122.1,198.4,2164.6
192,National Arts Club,Manhattan,1905,Social/Meeting Hall,Other,100,122.3,669676.5,1876647.4,571.6,3732.8
193,Hotel Wolcott,Manhattan,1904,Hotel,Hotel,100,80.1,965394.0,1989928.0,227.7,17648.3
195,MANHATTAN PROPERTIES COMPANY,Manhattan,1921,Office,Office,100,96.5,3438.2,14705745.4,2134.0,2253.9
196,Melohn Foundation,Manhattan,1917,Multifamily Housing,Multifamily,100,88.3,24384312.42738699,5425836.0760790175,354.5,7280.8
197,365 West End LLC,Manhattan,1924,Multifamily Housing,Multifamily,100,91.9,369503.1,2435451.8,816.2,5680.0
199,Wien House,Manhattan,1989,Multifamily Housing,Multifamily,100,134.3,5287073.9,1435175.1,408.1,7605.8
200,Loews Regency Hotel,Manhattan,1960,Hotel,Hotel,100,236.8,22649785.2,16554842.3,2670.8,26131.8
201,60 Broad Street,Manhattan,1962,Office,Office,90,189.6,24384312.42738699,48838600.1,7085.5,14044.5
202,625 Broadway,Manhattan,1896,Office,Office,100,185.3,3051636.8,4516448.3,562.5,3918.8
203,Fort Tryon Center,Manhattan,1950,Hospital (General Medical & Surgical),Hospitality,100,284.5,3112606.1,5191152.6,625.6,7573.5
206,434 Broadway,Manhattan,1910,Office,Office,65,267.5,87348.4,4408438.0,528.5,376.3
207,345 West 14th Street Condominium,Manhattan,2013,Multifamily Housing,Multifamily,100,126.5,1367886.7,2363726.5,282.2,1104.4
210,461 Central Park West Co LLC,Manhattan,1956,Multifamily Housing,Multifamily,100,66.6,191705.9,1157009.2,180.6,2216.5
212,145 East 27th St Co LLC,Manhattan,1965,Multifamily Housing,Multifamily,100,133.7,265056.5,3090095.4,1045.8,535.6
213,120 East 34th St Co LLC,Manhattan,1964,Multifamily Housing,Multifamily,100,203.3,1123200.0,7401470.5,3631.5,19023.2
214,Laurence Towers,Manhattan,1952,Multifamily Housing,Multifamily,100,145.0,474400.0,7972796.7,2658.8,13661.7
215,Hilary Gardens,Manhattan,1950,Multifamily Housing,Multifamily,100,193.5,2684900.2,11761819.2,4888.0,31065.1
216,The Sessanta,Manhattan,1968,Multifamily Housing,Multifamily,100,205.2,30097001.2,8967107.4,2393.6,4500.6
217,400 EAST 66TH ST CO LLC,Manhattan,2000,Multifamily Housing,Multifamily,100,405.4,35095408.9,6147120.8,2409.1,5152.9
218,East 96th St Parkview Associates LLC,Manhattan,1971,Multifamily Housing,Multifamily,100,167.4,7415900.1,3116179.6,670.2,4478.5
219,530 Second Ave Co LLC,Manhattan,1965,Multifamily Housing,Multifamily,100,24.8,37900.0,980393.8,88.9,3011.9
220,315 East 21st Street,Manhattan,1967,Multifamily Housing,Multifamily,100,83.8,2941999.8,214683.0,175.3,1808.8
223,850_7th Ave_Texwood,Manhattan,1901,Office,Office,100,140.0,1483733.3,2981121.9,343.1,3173.2
226,New York Palace,Manhattan,1980,Hotel,Hotel,100,282.0,80233071.4,37630698.8,10336.3,66252.3
227,400 East 55th Street - 26084,Manhattan,1956,Multifamily Housing,Multifamily,100,149.3,8799323.6,2902933.7,724.7,5028.7
228,33 West 19th Street - 41708,Manhattan,1920,Office,Office,100,220.8,1272393.4,3160840.4,347.8,242.8
229,247 West 35th St.,Manhattan,1926,Office,Office,100,135.5,4337351.6,2711663.3,470.8,3243.6
230,PENBUS REALTIES LLC,Manhattan,1929,Office,Office,100,164.9,2042283.8,10496968.3,1453.4,6936.2
231,299 Broadway LLC,Manhattan,1904,Office,Office,100,127.7,1306.5,9021530.9,1262.7,3746.7
232,180 Varick LLC,Manhattan,1929,Office,Office,100,124.8,1040277.4,12433979.8,1601.4,5554.3
233,584 Broadway LLC,Manhattan,1897,Office,Office,100,156.2,558066.6,11339734.5,1198.9,6176.5
234,525 BUILDING CO.,Manhattan,1925,Office,Office,100,127.0,1732667.7,18711057.5,2111.9,11526.1
235,12 West 37th LLC,Manhattan,1910,Office,Office,100,134.6,101157.6,1809051.4,323.2,640.0
236,315 East 62 LLC,Manhattan,1930,Office,Office,100,141.7,1804087.6,2529282.2,320.1,3997.0
237,Heschel School - 30 West End Avenue,Manhattan,2011,K-12 School,SpecialPurpose,100,222.9,9938282.0,8069938.6,1243.3,16217.966089617938
238,Heschel School - 20 West End Avenue,Manhattan,1957,K-12 School,SpecialPurpose,100,204.1,1363681.9,3331352.8,367.8,16217.966089617938
239,529 Fifth Avenue,Manhattan,1959,Office,Office,100,212.8,24384312.42738699,16836581.7,1761.3,16217.966089617938
240,River Place One,Manhattan,2000,Multifamily Housing,Multifamily,100,124.3,47705735.3,18924287.1,4277.0,16217.966089617938
241,1177 Avenue of the Americas,Manhattan,1992,Office,Office,100,218.0,24384312.42738699,63972736.0,6592.8,13272.4
242,River Place II IH,Manhattan,2008,Multifamily Housing,Multifamily,100,176.4,9716688.8,1701250.5,666.9,16217.966089617938
248,Gramercy Park Hotel,Manhattan,1926,Hotel,Hotel,70,268.3,4499299.9,10040969.8,2090.3,16217.966089617938
249,Belvedere Hotel,Manhattan,1926,Hotel,Hotel,100,201.2,3129993.8,7787251.5,1593.7,17675.2
270,Cornell Club of NY,Manhattan,1989,Hotel,Hotel,100,304.4,944539.4,5985681.4,580.9,16217.966089617938
273,The Jefferson Condominium,Manhattan,2016,Multifamily Housing,Multifamily,90,96.3,1282800.0,2384042.9,279.5,2692.5
277,7 Hanover Square,Manhattan,1983,Office,Office,100,184.2,15190416.4,42016219.0,4532.0,11175.9
278,Milstein Emigrant Savings,Manhattan,1969,Office,Office,100,204.5,24384312.42738699,14630055.9,2546.7,16217.966089617938
279,Alumni Hall,Manhattan,1980,Residence Hall/Dormitory,Other,100,153.0,24384312.42738699,4148991.7,747.6,8497.9
280,Kaufman Hall,Manhattan,1970,Residence Hall/Dormitory,Other,100,194.4,26182500.3,12638048.3,2575.7,14736.6
281,Nagler Hall,Manhattan,1980,Residence Hall/Dormitory,Other,100,150.2,24384312.42738699,1357157.1,434.3,6149.0
282,Coed Hall,Manhattan,1980,Residence Hall/Dormitory,Other,100,129.4,170100.0,2549446.4,476.1,10356.8
283,555 Madison Avenue,Manhattan,1962,Office,Office,100,132.6,24384312.42738699,16865509.4,2220.3,13091.0
284,379 West Broadway LLC,Manhattan,1900,Office,Office,100,169.9,8532.3,3568231.0,367.6,16217.966089617938
285,Dom Ben Realty Corp,Manhattan,1918,Office,Office,100,259.2,460030.3,5438875.1,506.8,3142.8
286,40 West 37th,Manhattan,1925,Office,Office,100,119.1,1309.1,1546295.6,259.6,379.2
291,West Chelsea Building LLC,Manhattan,1927,Other,Other,100,60.4,24384312.42738699,1667321.6,416.3,2154.4
292,West Chelsea LLC 2,Manhattan,1910,Other,Other,100,82.6,24384312.42738699,3385168.6,850.1,2154.4
294,210 Amsterdam Avenue - 40508,Manhattan,1926,Multifamily Housing,Multifamily,100,203.7,17237263.6,4939857.6,1353.5,12849.1
296,787 Seventh Avenue,Manhattan,1983,Office,Office,100,274.8,6436120.6,135998061.4,15938.3,54460.1
303,1402 Broadway ENT,Manhattan,1930,Office,Office,100,125.6,447315.1,14669114.3,1846.5,5117.4
304,1441 Broadway ENT,Manhattan,1929,Office,Office,100,160.7,10751065.3,25789816.6,3462.4,6453.4
306,315 WEST 39TH STREET,Manhattan,1927,Office,Office,100,99.8,1985464.7,3688548.3,556.2,4675.3
307,HANDRO PROPERTIES,Manhattan,1925,Office,Office,100,102.4,24384312.42738699,3868170.3,597.2,2276.4
308,Asia Society Building and Museum,Manhattan,1980,Other,Other,100,413.5,184030.0,6496678.2,1163.2,16217.966089617938
309,54 Orchard LLC.,Manhattan,2009,Other - Lodging/Residential,Other,100,100.2,1195967.6,681044.8,123.9,979.2
310,NH 122 East 76th Street,Manhattan,1915,Medical Office,Office,100,111.8,27565.4,1249628.6,310.5,1274.3
313,177 East 75th Street,Manhattan,1962,Multifamily Housing,Multifamily,100,101.2,152116.1,1498127.8,682.1,4237.3
317,10 Stanton St - 32537,Manhattan,1900,Multifamily Housing,Multifamily,100,89.1,9620782.1,2533789.8,735.7,13673.6
318,1752 Madison Ave - 32533,Manhattan,1985,Multifamily Housing,Multifamily,100,126.2,5492983.4,1908736.9,461.0,89.8
319,210 Stanton St - 32534,Manhattan,1983,Multifamily Housing,Multifamily,100,98.2,10316424.5,2985994.5,812.7,16217.966089617938
321,73 WEST 104 STREET - 32526,Manhattan,1920,Multifamily Housing,Multifamily,100,133.1,3403286.4,840388.5,255.3,4336.8
322,535 West 51st Street - 38173,Manhattan,1981,Multifamily Housing,Multifamily,100,61.8,1592697.0,4913529.8,520.2,19220.4
324,2360 AMSTERDAM AVENUE - 44327,Manhattan,2007,Multifamily Housing,Multifamily,100,86.3,1310875.8,951127.4,154.0,2004.0
325,133 WEST 140 STREET - 44328,Manhattan,1903,Multifamily Housing,Multifamily,100,79.0,3040448.3,554269.4,210.6,3467.1
326,214 EAST 2nd   STREET - 44264,Manhattan,1908,Other - Entertainment/Public Assembly,Other,100,50.7,140151.5,150836.3,125.1,162.3
328,15 W 53rd Street - 35771,Manhattan,1982,Multifamily Housing,Multifamily,100,109.9,13457554.4,14862807.9,2032.5,16217.966089617938
329,321 WEST 13th   STREET - 40440,Manhattan,1907,Multifamily Housing,Multifamily,100,103.3,1096700.0,660555.1,116.8,699.4
331,327 St. Nicholas Ave,Manhattan,1900,Multifamily Housing,Multifamily,100,103.7,4201697.3,1496343.7,355.8,16217.966089617938
332,La Rochelle,Manhattan,1898,Multifamily Housing,Multifamily,100,171.6,6541999.9,3924947.4,695.5,3452.3
334,Hotel Wales,Manhattan,1910,Hotel,Hotel,100,367.7,2200103.2,3946478.4,833.0,16217.966089617938
348,The Jewish Museum,Manhattan,1908,Museum,Other,100,384.6,13581043.0,5820059.4,1248.6,5065.8
350,Isabella,Manhattan,1972,Senior Care Community,Other,100,239.9,6067270.9,21070134.2,5758.4,16217.966089617938
351,BARD GRADUATE CENTER,Manhattan,1910,Residence Hall/Dormitory,Other,90,144.7,2053858.6,1890448.1,276.7,16217.966089617938
360,315 Building,Manhattan,1914,Multifamily Housing,Multifamily,100,45.8,618694.1,696548.7,94.6,16217.966089617938
361,103 Building,Manhattan,1925,Multifamily Housing,Multifamily,100,153.4,5658303.3,960204.7,385.7,16217.966089617938
363,"AIMCO 240 West 73rd Street, LLC",Manhattan,1927,Multifamily Housing,Multifamily,100,160.3,6889800.4,3338300.7,661.9,5446589.9
364,"AIMCO 464-466 AMSTERDAM 200-210 WEST 83RD STREET, LLC",Manhattan,1910,Multifamily Housing,Multifamily,95,85.6,4319099.9,348297.0,260.3,7414.3
365,"AIMCO 173 EAST 90TH STREET, LLC",Manhattan,1910,Multifamily Housing,Multifamily,95,94.9,24384312.42738699,168314.0,390.2,2868721.9
366,AIMCO 182-188 Columbus Avenue,Manhattan,1910,Multifamily Housing,Multifamily,95,159.9,2029300.2,633093.3,163.9,2400.3
367,Aimco Columbus Avenue,Manhattan,1880,Multifamily Housing,Multifamily,95,176.7,6134000.2,156218.4,339.7,5135.8
368,AIMCO 118-122 West 23rd Street,Manhattan,1987,Multifamily Housing,Multifamily,95,159.2,2002700.0,1998637.0,283.6,2145.3
369,981-995 Columbus Avenue,Manhattan,1900,Multifamily Housing,Multifamily,100,169.8,7848647.0,1664761.1,564.5,16217.966089617938
370,500 West 176th Street,Manhattan,1912,Multifamily Housing,Multifamily,100,146.1,238981.8,1171192.3,431.7,6104.9
371,133 West 113th Street,Manhattan,1904,Multifamily Housing,Multifamily,100,134.4,186176.5,843943.8,443.5,6983.7
374,808 West End Avenue LLC,Manhattan,1920,Multifamily Housing,Multifamily,100,112.4,7330017.0,1382530.9,511.9,4094.1
375,820 West End Avenue LLC,Manhattan,1926,Multifamily Housing,Multifamily,100,117.2,7888563.8,1387137.1,542.0,4522.0
377,Manhattan Center,Manhattan,1906,Performing Arts,Other,75,173.7,24384312.42738699,6621779.4,938.7,2119.2
400,Metropolitan Hudson - 351 East 51st St,Manhattan,2002,Multifamily Housing,Multifamily,100,190.1,27373.3,7127358.6,1041.2,16217.966089617938
401,Metropolitan Hudson - 60 East 88th St,Manhattan,1987,Multifamily Housing,Multifamily,100,124.8,2633021.2,1543012.1,276.7,2386.1
403,5.01E+76,Manhattan,2016,Multifamily Housing,Multifamily,95,139.4,4422757.5,2249248.8,434.3,2553.9
404,225 FOURTH COMPANY,Manhattan,1909,Office,Office,100,139.5,2379516.0,22260604.5,3045.6,15527.7
405,233 PARK AVE SOUTH,Manhattan,1909,Office,Office,100,106.1,427418.4,3975247.6,555.7,3326.7
406,40 Exchange Place,Manhattan,1902,Office,Office,100,150.8,3983124.9,9915936.4,1121.4,9627.4
413,9 Crosby LLC dba NOMO SOHO HOTEL,Manhattan,2010,Hotel,Hotel,90,305.4,8127702.9,9587719.8,1281.7,9279.9
414,Olnick - First Lenox Terrace,Manhattan,1958,Multifamily Housing,Multifamily,100,124.4,20595911.7,4222144.7,1468.3,12570.3
415,Olnick - Second Lenox Terrace,Manhattan,1958,Multifamily Housing,Multifamily,100,112.6,18279503.6,3937523.4,1320.0,9702.2
416,Olnick - Third Lenox Terrace,Manhattan,1958,Multifamily Housing,Multifamily,100,119.7,987373.6,4194502.7,1867.6,10418.9
417,Olnick - Fourth Lenox Terrace,Manhattan,1958,Multifamily Housing,Multifamily,100,120.3,19228988.6,4310961.0,1403.6,16217.966089617938
418,Olnick - Fifth Lenox Terrace,Manhattan,1958,Multifamily Housing,Multifamily,100,123.2,905720.6,4336110.1,1920.5,10700.9
419,Olnick - Sixth Lenox Terrace,Manhattan,1958,Multifamily Housing,Multifamily,100,124.3,1060282.3,4125832.6,1971.1,14689.5
420,Olnick - ROC Fifth Avenue Associates LLC,Manhattan,1904,Office,Office,100,166.0,21180.0,6795007.4,746.6,1824.5
421,Olnick - 200 East 87th Street,Manhattan,1991,Multifamily Housing,Multifamily,100,204.0,233018.2,10321736.9,2037.5,8846.5
422,Olnick - Le Triomphe,Manhattan,1983,Multifamily Housing,Multifamily,100,159.1,778696.7,14218537.4,1781.3,16217.966089617938
424,Olnick - ROC Lafayette LLC,Manhattan,1927,Office,Office,100,125.1,6346541.2,6041210.9,872.7,2126.0
427,336 West 37th Street,Manhattan,1928,Office,Office,100,135.9,1057.6,4018916.7,650.2,1250.3
428,BHS - 501 East 79th Street,Manhattan,1960,Multifamily Housing,Multifamily,100,136.3,7536593.4,6917677.1,1013.6,7898.7
430,Redbury Hotel,Manhattan,1902,Hotel,Hotel,100,311.3,8406252.7,11350084.2,1452.8,15367.1
435,281 Edgecombe Ave.,Manhattan,1920,Multifamily Housing,Multifamily,100,139.9,283309.9,732451.0,491.3,3842.7
448,LITTLE 40 WORTH ASSOC.,Manhattan,1929,Office,Office,100,173.0,661753.1,32269000.6,4744.7,17175.3
450,1501 Broadway,Manhattan,1926,Office,Office,100,248.2,22174048.4,40366755.0,6321.4,19955.6
451,FORTY SEVENTH FIFTH COMPANY,Manhattan,1927,Office,Office,100,238.6,2825.8,28465994.8,3782.5,16217.966089617938
453,Hanza Realty LLC,Manhattan,1900,Multifamily Housing,Multifamily,100,99.6,4922167.4,80610.2,268.6,7839.0
454,Dunmore Realty LLC,Manhattan,1900,Multifamily Housing,Multifamily,100,98.4,24384312.42738699,129739.2,360.9,6185.0
455,Violet Towers Inc,Manhattan,1900,Multifamily Housing,Multifamily,100,93.8,4233010.3,144151.5,237.6,4720.2
457,Greendoor Realty Corp,Manhattan,1909,Multifamily Housing,Multifamily,100,106.6,3568961.4,115914.3,220.3,3331.1
458,Nealco Towers LLC,Manhattan,1920,Multifamily Housing,Multifamily,100,105.0,4012730.2,202282.0,231.1,4811.5
459,Sharam Realty Corp,Manhattan,1920,Multifamily Housing,Multifamily,100,109.8,4394481.8,145483.3,246.3,6066.7
460,Monrose Realty Corp,Manhattan,1920,Multifamily Housing,Multifamily,100,114.6,4308290.8,163267.2,243.3,4795.0
461,Diamond Clove INC,Manhattan,1920,Multifamily Housing,Multifamily,100,108.0,4058981.9,153224.8,229.2,16217.966089617938
462,595 Columbus Phelps House,Manhattan,1983,Multifamily Housing,Multifamily,100,87.6,9934252.8,3158537.4,807.7,10987.0
463,20 East 9th Street Corp.,Manhattan,1965,Multifamily Housing,Multifamily,100,106.7,30887053.9,5766572.0,2151.8,14873.5
464,575 5th Ave,Manhattan,1983,Office,Office,45,122.4,24384312.42738699,19307702.4,2048.5,6370.1
