,Property Name,Borough,yb,ppt,Property Type,Occupancy,seui,ngu,eu,tge,wu
14993,Orsid - 235 West 70th Street,Manhattan,1965,Multifamily Housing,Multifamily,100,110.4,2674740.4,769869.0,207.3,1527.5
14994,Orsid - 330 West End Avenue,Manhattan,1916,Multifamily Housing,Multifamily,100,114.7,2240321.8,776238.1,184.7,16217.966089617938
14999,Orsid - 590 West End Avenue,Manhattan,1916,Multifamily Housing,Multifamily,100,90.7,131056.7,1298257.4,492.8,2643.6
15000,Orsid - 400 West 58th Street,Manhattan,1957,Multifamily Housing,Multifamily,100,399.6,8517293.9,2587646.7,671.5,7762.5
15001,Orsid - 60 East 86th Street,Manhattan,1900,Multifamily Housing,Multifamily,100,125.5,840425.0,1908684.9,206.3,16217.966089617938
15003,1328 Broadway,Manhattan,1909,Office,Office,100,107.4,24384312.42738699,8195086.4,796.8,16217.966089617938
15012,Pinnacle - 111 Worth St,Manhattan,2003,Multifamily Housing,Multifamily,100,296.3,31765948.6,14427926.2,2909.1,13178.9
15013,Pinnacle - 2 West 120th St,Manhattan,1900,Multifamily Housing,Multifamily,100,188.1,10349881.1,1608776.7,686.0,16217.966089617938
15014,Pinnacle - 308-312 West 30th St,Manhattan,1925,Multifamily Housing,Multifamily,100,127.8,758243.3,1084205.3,355.3,16217.966089617938
15015,Pinnacle - 323 West 96th St,Manhattan,2004,Multifamily Housing,Multifamily,100,92.8,8406913.0,4362317.8,816.0,6774.4
15016,Pinnacle - 441 Convent Ave,Manhattan,1951,Multifamily Housing,Multifamily,100,92.8,5393151.5,1035496.0,374.2,4193.6
15017,Pinnacle - 3657 Broadway,Manhattan,1917,Multifamily Housing,Multifamily,100,94.6,6766769.2,1527627.6,488.8,7266.1
15019,Pinnacle - 610 Riverside Drive,Manhattan,1909,Multifamily Housing,Multifamily,100,154.3,7124426.2,970145.9,460.6,6592.8
15020,Pinnacle - 281-295 Wadsworth Ave,Manhattan,1924,Multifamily Housing,Multifamily,100,167.9,8728853.5,1196384.6,565.0,9609.2
15021,Pinnacle - 4530 Broadway,Manhattan,1920,Multifamily Housing,Multifamily,100,129.8,5232056.7,1081196.5,369.5,4856.7
15022,Pinnacle - 69 Bennett Ave,Manhattan,1951,Multifamily Housing,Multifamily,100,119.9,4001533.0,956994.5,293.6,16217.966089617938
15025,Pinnacle - 3647 Broadway,Manhattan,1917,Multifamily Housing,Multifamily,100,111.2,9771778.9,1723411.9,665.0,16217.966089617938
15026,Pinnacle - 509 West 155th St,Manhattan,1922,Multifamily Housing,Multifamily,100,123.5,5088790.8,809893.6,338.9,1889.8
15027,Pinnacle - 11 Hillside Ave,Manhattan,1920,Multifamily Housing,Multifamily,100,163.6,8196016.5,1444725.4,557.7,9169.6
15031,Pinnacle - 775 Riverside Drive,Manhattan,1931,Multifamily Housing,Multifamily,100,121.1,275269.7,998622.7,527.7,16217.966089617938
15032,Pinnacle - 156-08 Riverside Dr West,Manhattan,1920,Multifamily Housing,Multifamily,100,142.5,283142.4,1231583.8,597.5,16217.966089617938
15033,Pinnacle - 25-35 Hillside Ave,Manhattan,1920,Multifamily Housing,Multifamily,100,110.5,10186503.8,1047929.5,629.8,11307.6
15034,Pinnacle - 105-115 Bennett Ave,Manhattan,1928,Multifamily Housing,Multifamily,100,105.1,4937708.9,984730.2,345.7,16217.966089617938
15037,Pinnacle - 671-681 West 193rd St,Manhattan,1927,Multifamily Housing,Multifamily,100,136.2,9574056.6,1863351.2,721.3,9096.3
15038,Pinnacle - 241-251 Sherman Ave,Manhattan,1927,Multifamily Housing,Multifamily,100,156.2,6369854.4,1362151.2,453.7,16217.966089617938
15043,Pinnacle - 25 Cumming St,Manhattan,1930,Multifamily Housing,Multifamily,100,137.2,5507422.1,834187.7,363.2,4661.5
15087,Pinnacle - 812 Riverside Drive,Manhattan,1920,Multifamily Housing,Multifamily,100,157.2,2498041.0,927316.9,446.5,3534.9
15088,Pinnacle - 827 Riverside Dr,Manhattan,1920,Multifamily Housing,Multifamily,100,106.7,1530027.1,928537.2,509.6,4414.3
15097,Rose - 150 East 44th Street,Manhattan,2000,Multifamily Housing,Multifamily,100,163.9,22187493.9,10715751.8,2086.0,16217.966089617938
15099,Rose - 84 3rd Avenue,Manhattan,2012,Multifamily Housing,Multifamily,100,234.6,4155376.8,7790799.5,880.5,4107.9
15100,Rose - 2 Cooper Square / 10 Cooper Square,Manhattan,2009,Multifamily Housing,Multifamily,100,183.8,5999189.9,6174535.6,841.6,5593.2
15101,Rose - 21 West Street,Manhattan,1931,Multifamily Housing,Multifamily,100,130.5,10646457.7,11651631.7,1552.3,11318.8
15102,Rose - 225 East 39th Street,Manhattan,2015,Multifamily Housing,Multifamily,100,82.4,6947631.0,8384493.5,1079.1,16217.966089617938
15103,Rose - 227 West 77th Street,Manhattan,2012,Multifamily Housing,Multifamily,100,179.6,9912475.1,8558688.4,1251.3,6316.6
15104,Rose - 250 West 93rd Street,Manhattan,2005,Multifamily Housing,Multifamily,100,153.4,2543553.0,6111748.4,652.7,5825.8
15105,Rose - 252 East 57th Street,Manhattan,2016,Multifamily Housing,Multifamily,100,118.4,13077306.9,21295982.9,2498.2,16217.966089617938
15106,Rose - 260 West 52nd Street,Manhattan,1987,Multifamily Housing,Multifamily,100,137.2,12504036.7,4635741.9,1056.7,8548.7
15107,Rose - 7 West 21st Street,Manhattan,2015,Multifamily Housing,Multifamily,100,111.5,5732142.9,11883400.6,1310.9,16217.966089617938
15108,Rose - 70 Pine Street,Manhattan,1932,Multifamily Housing,Multifamily,100,224.4,8723327.5,86972279.3,8468.5,16217.966089617938
15117,Renaissance Realty - 114 East 122 Street,Manhattan,1973,Multifamily Housing,Multifamily,90,155.3,6247393.1,2369791.0,532.5,8289.0
15124,3436 North Moore St,Manhattan,1890,Multifamily Housing,Multifamily,100,94.1,681381.2,718775.0,97.1,775.9
15127,Covenant House - 427 West 52 St,Manhattan,1956,Hospital (General Medical & Surgical),Hospitality,85,136.6,1863142.4,1050763.6,187.9,16217.966089617938
15141,Four Seasons,Manhattan,1993,Hotel,Hotel,85,295.5,4143780.2,33676167.1,6025.8,2903712.8
15142,Marriott - Granite Broadway,Manhattan,2013,Hotel,Hotel,70,209.8,18275145.4,21168080.8,2763.4,17695.6
15144,"1082_1467_40 West 57th Street, New York",Manhattan,1972,Office,Office,100,272.7,24834939.3,56473431.6,8283.3,16217.966089617938
15147,"1082_1369_417 East 57th Street, New York",Manhattan,1970,Multifamily Housing,Multifamily,100,139.1,263990.0,5154576.7,450.6,3138.1
15180,"1082_1367_395 South End Avenue, New York",Manhattan,1970,Multifamily Housing,Multifamily,100,143.8,26103182.2,60532171.7,6512.9,16217.966089617938
15181,"1082_1386_70 West 95th Street, New York",Manhattan,1970,Multifamily Housing,Multifamily,100,114.6,24755486.9,5103895.4,1747.1,16573.8
15186,"1082_1336_101 West 90th Street, New York",Manhattan,1970,Multifamily Housing,Multifamily,100,160.9,4877710.1,10124144.2,1116.5,8595.9
15204,30_West_57th_Street,Manhattan,1930,Office,Office,100,186.6,24384312.42738699,1721742.3,210.7,16217.966089617938
15207,180 Broadway - Newport Office Center,Manhattan,2014,Multifamily Housing,Multifamily,100,178.0,5043450.0,7584091.0,910.2,7435.0
15209,76 Beaver,Manhattan,1931,Office,Office,100,206.3,869516.1,4210292.8,885.0,2747.6
15210,General Theological - Seminary,Manhattan,1931,Adult Education,Other,95,121.5,9251080.0,2341025.8,689.6,16217.966089617938
15211,General Theological - Library-Condo,Manhattan,2008,Multifamily Housing,Multifamily,90,5.6,24384312.42738699,2940379.7,249.0,4807.7
15215,129 Front Street,Manhattan,1961,Multifamily Housing,Multifamily,100,161.0,1897981.9,1714941.0,246.0,70.3
15229,17 Catherine Street,Manhattan,1900,Multifamily Housing,Multifamily,100,342.1,4384260.0,1495988.7,359.6,4697.6
15230,15-19 Cooper Street,Manhattan,1916,Multifamily Housing,Multifamily,100,175.0,158084.9,630105.1,378.3,3896.7
15233,144 West 23rd Street,Manhattan,1989,Multifamily Housing,Multifamily,100,169.1,3005976.6,1812838.3,313.2,2842.6
15235,142 Duane Street,Manhattan,1999,Multifamily Housing,Multifamily,100,103.7,712743.7,806681.3,106.2,455.6
15243,173 West 78th Street,Manhattan,1929,Multifamily Housing,Multifamily,95,130.6,499578.8,1748553.8,707.3,16217.966089617938
15246,18 West 70th Street,Manhattan,1926,Multifamily Housing,Multifamily,100,104.9,131052.9,872228.5,356.1,16217.966089617938
15247,207 Central Park North,Manhattan,1921,Multifamily Housing,Multifamily,100,82.8,126703.0,549861.4,180.3,1801.1
15252,1854 Adam Clayton Powell Junior Boulevard,Manhattan,1920,Multifamily Housing,Multifamily,100,177.4,2987524.1,373913.1,241.6,2807.7
15257,"347 West 55th Street, New York, NY",Manhattan,1911,Multifamily Housing,Multifamily,100,122.1,3893157.6,893258.0,282.4,16217.966089617938
15259,26-28 East 81st Street,Manhattan,1920,Multifamily Housing,Multifamily,100,103.3,52563.6,955513.6,244.1,1040.9
15263,316 East 63rd Street,Manhattan,1999,Multifamily Housing,Multifamily,100,175.7,1599884.2,1604907.4,220.9,1439.5
15264,291 Central Park West,Manhattan,1960,Multifamily Housing,Multifamily,100,135.1,703721.9,747863.2,182.7,670.3
15265,328 West 53rd Street,Manhattan,1920,Multifamily Housing,Multifamily,100,134.2,232275.8,789882.3,188.9,4698.6
15273,RoseTerra - 455 Main Street,Manhattan,2004,Multifamily Housing,Multifamily,100,164.5,14396403.0,5703592.8,1247.7,13311.2
15274,RoseTerra - 455 East 86th Street,Manhattan,1986,Multifamily Housing,Multifamily,100,218.1,15828966.7,6254716.9,1370.5,8827.7
15275,RoseTerra - 235 East 40th Street,Manhattan,1986,Multifamily Housing,Multifamily,100,130.0,753275.0,8711115.7,2155.6,16217.966089617938
15276,RoseTerra - 330 East 38th Street - Corinthian,Manhattan,1989,Multifamily Housing,Multifamily,100,164.5,16854969.2,23930803.8,6318.5,16217.966089617938
15277,RoseTerra - 304 East 65th Street,Manhattan,1987,Multifamily Housing,Multifamily,100,212.5,268390.0,5844985.9,1070.3,16217.966089617938
15278,RoseTerra - 200 East 79th Street,Manhattan,2011,Multifamily Housing,Multifamily,100,139.9,2549929.0,5290635.8,583.5,3029.5
15279,RoseTerra - 303 East 60th Street,Manhattan,1986,Multifamily Housing,Multifamily,100,109.2,263768.8,3996576.8,1124.5,16217.966089617938
15280,RoseTerra - 401 East 60th Street,Manhattan,1999,Multifamily Housing,Multifamily,100,190.0,1700593.8,18816558.3,2484.4,16217.966089617938
15281,RoseTerra - 70 Little West Street,Manhattan,2006,Multifamily Housing,Multifamily,100,262.4,50972161.1,23185169.8,4670.9,14100.7
15282,RoseTerra - 255 East 74th Street,Manhattan,2007,Multifamily Housing,Multifamily,100,162.6,2819697.0,13804485.7,1326.9,12003.2
15283,RoseTerra - 188 East 70th Street,Manhattan,1986,Multifamily Housing,Multifamily,100,113.1,122230.0,5933795.9,751.5,11101.9
15284,RoseTerra - 40 East 66th Street,Manhattan,1928,Multifamily Housing,Multifamily,100,179.2,55066.7,4444232.3,663.8,3497.9
15285,"440 West 34th Street, New York, NY",Manhattan,1928,Multifamily Housing,Multifamily,95,115.5,263484.9,1730645.2,804.8,16217.966089617938
15288,446 Broadway,Manhattan,1915,Office,Office,100,30.9,157708.8,297229.9,33.5,36.1
15290,50 East 132nd Street,Manhattan,2008,Multifamily Housing,Multifamily,100,129.3,4208383.4,1216938.5,326.6,16217.966089617938
15291,5008 Broadway,Manhattan,1934,Multifamily Housing,Multifamily,100,140.8,201463.6,913307.4,391.5,5287.5
15293,50 West 132nd Street,Manhattan,1972,Multifamily Housing,Multifamily,100,170.5,4038785.0,840172.5,285.7,4956.6
15294,483 West End Avenue,Manhattan,1915,Multifamily Housing,Multifamily,100,161.9,111350.0,1110213.7,591.5,9423.2
15295,40 Saint Nicholas Place,Manhattan,1920,Multifamily Housing,Multifamily,100,182.7,198584.8,537468.5,350.7,3540.5
15296,400 West 150th Street,Manhattan,1926,Multifamily Housing,Multifamily,100,173.5,137833.3,605184.6,506.4,2545.5
15299,80 4th Avenue,Manhattan,1928,Multifamily Housing,Multifamily,100,149.1,280509.4,1335187.2,221.1,1768.9
15300,94-96 Mott Street,Manhattan,1920,Office,Office,100,286.0,6740779.7,2757921.3,591.6,10143.8
15301,677 West 204th Street,Manhattan,1915,Multifamily Housing,Multifamily,100,142.6,135860.6,405612.0,297.0,3320.4
15303,629 West 173rd Street,Manhattan,1926,Multifamily Housing,Multifamily,100,259.7,174627.3,1272465.6,1356.0,10151.8
15304,60 West 142nd Street,Manhattan,1959,Multifamily Housing,Multifamily,100,78.7,1332978.8,4561782.0,487.9,13127.6
15309,685 Academy Street,Manhattan,1925,Multifamily Housing,Multifamily,100,123.1,141218.8,629478.0,264.1,3355.8
15319,1425 Amsterdam Avenue,Manhattan,1988,Multifamily Housing,Multifamily,100,126.5,8038569.9,2432926.8,633.0,7740.1
15321,96 Spring LLC,Manhattan,1900,Office,Office,100,102.1,2873.3,1781944.0,151.1,16217.966089617938
15327,ABS-2560 Broadway,Manhattan,1925,Multifamily Housing,Multifamily,100,103.2,117313.3,908881.2,291.4,1876.2
15331,612 West 137th Street: 612 West 137th Street,Manhattan,1903,Multifamily Housing,Multifamily,100,119.4,139450.0,436895.1,187.7,1558.6
15335,1281 Saint Nicholas Avenue,Manhattan,1910,Multifamily Housing,Multifamily,100,146.3,212221.0,1103139.4,506.4,5379.0
15336,385 Fort Washington Avenue,Manhattan,1950,Multifamily Housing,Multifamily,100,208.8,6357899.8,708983.7,648.8,16217.966089617938
15337,395 Fort Washington Avenue,Manhattan,1950,Multifamily Housing,Multifamily,100,94.2,174097.0,648909.8,315.3,16217.966089617938
15339,11-13 East 31st Street,Manhattan,2014,Hotel,Hotel,100,214.6,5607766.9,5443025.6,758.8,8373.7
15348,48-54 West 138th Street,Manhattan,1940,Multifamily Housing,Multifamily,100,205.4,4656590.1,873484.8,321.3,16217.966089617938
15349,601 West 177th Street,Manhattan,1910,Multifamily Housing,Multifamily,100,167.1,3685184.7,1293111.9,305.3,16217.966089617938
15356,66 Post Avenue,Manhattan,1917,Multifamily Housing,Multifamily,100,150.8,3052653.2,510011.8,205.3,5557.3
15358,1 Pace Plaza,Manhattan,1917,College/University,Other,90,233.1,567293.6,27682233.8,5383.8,18582.9
15359,33 Beekman,Manhattan,2015,Residence Hall/Dormitory,Other,100,152.3,5384899.7,5969271.3,791.6,4313.1
15360,41 Park Row,Manhattan,1889,College/University,Other,90,130.3,200.0,5981643.6,641.6,16217.966089617938
15361,140 William,Manhattan,1942,College/University,Other,100,124.6,24384312.42738699,1671222.2,209.9,16217.966089617938
15362,2601 Frederick Douglass Blvd,Manhattan,2006,Multifamily Housing,Multifamily,100,103.0,1560893.8,636612.3,136.8,1546.2
15363,575 6th Avenue,Manhattan,1900,Multifamily Housing,Multifamily,100,97.1,23873.3,531505.3,170.2,722.8
15364,67-69 Saint Nicholas Avenue,Manhattan,1904,Multifamily Housing,Multifamily,100,159.6,726003.2,522591.7,291.7,2013.2
15366,78-86 Thayer Street,Manhattan,1928,Multifamily Housing,Multifamily,100,39.8,1031412.5,293574.3,79.6,2493.3
15375,THOR 840 WEST END AVENUE LLC,Manhattan,1910,Multifamily Housing,Multifamily,100,94.6,3159583.2,872042.4,241.7,2194.8
15376,"SRS Ludlow, LLC",Manhattan,2001,Multifamily Housing,Multifamily,100,181.2,2363900.3,731035.8,187.5,1347.1
15377,The Hotel on Rivington,Manhattan,2004,Hotel,Hotel,80,305.2,5079721.4,5070973.2,699.3,6704.8
15378,4300 Broadway,Manhattan,1955,Multifamily Housing,Multifamily,100,126.0,3315145.4,1123307.3,271.2,16217.966089617938
15379,139 Payson Ave,Manhattan,1927,Multifamily Housing,Multifamily,100,118.8,4816890.8,806553.0,324.2,16217.966089617938
15380,254 Seaman Avenue,Manhattan,1925,Multifamily Housing,Multifamily,100,108.1,234254.5,677174.0,351.6,2613.8
15381,RC Church St. Gregory the Great,Manhattan,1912,Mixed Use Property,Other,50,18.9,90478.1,194339.0,21.3,16217.966089617938
15387,55 Fifth Avenue,Manhattan,1920,Office,Office,100,179.9,5900099.6,12880064.3,2000.9,16217.966089617938
15388,125 Maiden Lane TEI,Manhattan,1959,Office,Office,95,131.8,5235206.1,12911179.0,1371.5,3055.2
15389,56 Beaver St.,Manhattan,1827,Multifamily Housing,Multifamily,100,197.4,2584371.8,3349114.9,420.9,6031.3
15390,339 East 58th Street,Manhattan,1930,Multifamily Housing,Multifamily,100,77.8,3379496.6,875797.8,253.7,3259.7
15391,70 West 36th Street - 01,Manhattan,1924,Office,Office,100,171.7,7768.6,5509656.3,959.0,4042.3
15392,131 West 33rd Street,Manhattan,1960,Office,Office,100,240.4,4132457.5,9652742.4,1303.3,6344.6
15395,214 W 96th St,Manhattan,1921,Multifamily Housing,Multifamily,100,142.1,95900.0,1339927.5,287.9,2028.9
15396,50 West Street Condominium,Manhattan,2016,Multifamily Housing,Multifamily,10,91.7,11267115.1,12850460.0,1686.8,16217.966089617938
15397,875 Washington Street,Manhattan,1887,Office,Office,50,73.7,264881.3,1526925.5,143.4,454.0
15398,875 Sixth Avenue,Manhattan,1927,Office,Office,90,126.1,5011863.7,9672637.5,1085.4,2785.0
15399,648 Broadway,Manhattan,1900,Office,Office,90,75.3,1938039.4,1051238.3,192.0,822.7
15406,830 WEST 177TH LLC,Manhattan,1926,Multifamily Housing,Multifamily,100,128.3,3169575.7,495828.6,210.3,16217.966089617938
15409,25 DONGAN LLC,Manhattan,1926,Multifamily Housing,Multifamily,100,142.2,3167897.0,692243.9,226.9,4195.5
15427,ABS- 66 Third Avenue,Manhattan,1900,Movie Theater,Other,100,235.7,719318.2,4302793.6,402.6,1184.2
15432,Normandy- 888 Broadway,Manhattan,1900,Office,Office,100,207.9,7088.2,5381887.8,515.6,377.7
15433,Normandy-38 East 19th Street,Manhattan,1900,Office,Office,100,259.2,7911875.9,10016829.2,1309.5,9018.4
15436,56 West 22nd Street,Manhattan,1907,Office,Office,100,84.0,403.3,1357257.5,207.3,1272.1
15437,21020 - 84Th St 6,Manhattan,1985,Movie Theater,Other,35,351.1,860800.0,4690767.4,443.0,2444.1
15438,21120 - 19Th St E 6,Manhattan,1988,Movie Theater,Other,15,586.2,1447487.9,4691096.2,474.2,2844.5
15440,Union League Club,Manhattan,1931,Social/Meeting Hall,Other,100,300.9,2537700.0,6942737.6,1142.8,9649.9
15443,22 Mount Morris Park West,Manhattan,1900,Multifamily Housing,Multifamily,100,166.8,96678.8,586348.1,352.0,1894.8
15452,Chatam: 1001-5 St Nicholas Ave,Manhattan,1923,Multifamily Housing,Multifamily,100,232.3,9217309.6,2867189.7,732.4,10089.7
15453,Chedvah Rabinovich: 237 West 37th Street,Manhattan,1922,Office,Office,100,100.0,1609.1,2013349.3,302.5,1091.3
15456,Grunberg: 928 Broadway,Manhattan,1909,Office,Office,100,211.6,4652061.6,4054285.2,590.4,16217.966089617938
15457,Buchbinder: 31 E 12th St,Manhattan,1929,Multifamily Housing,Multifamily,100,138.8,150871.0,1372592.4,509.0,16217.966089617938
15459,622 West: 622 West 141st Street,Manhattan,1926,Multifamily Housing,Multifamily,100,102.8,4474383.3,655394.3,293.2,3235.2
15460,Buchbinder: 305 West 18th St,Manhattan,1950,Multifamily Housing,Multifamily,100,95.1,100336.7,725968.1,299.6,1556.7
15461,Buchbinder: 16 East 98th st,Manhattan,1925,Multifamily Housing,Multifamily,100,96.7,84450.0,842014.2,284.1,1781.1
15462,131 West 35th: 131 West 35th Street,Manhattan,1913,Office,Office,100,105.3,9378.8,3530011.7,299.5,16217.966089617938
15465,Ashkenazy: 635 Madison Ave,Manhattan,1958,Office,Office,100,164.8,24384312.42738699,10345145.9,876.1,16217.966089617938
15466,Champion: 201 WEST 75 STREET,Manhattan,1900,Parking,Other,100,162.3,2831006.3,1993998.4,319.2,16217.966089617938
15467,3810 BROADWAY,Manhattan,1908,Multifamily Housing,Multifamily,100,146.9,268921.2,1407936.6,517.7,16217.966089617938
15468,171 TENANTS CORP: 171 WEST 79 STREET,Manhattan,1924,Multifamily Housing,Multifamily,100,97.7,5601346.3,1290478.8,434.3,16217.966089617938
15475,Charles H. Greenthal: 54 WEST 16TH STREET,Manhattan,1955,Multifamily Housing,Multifamily,100,108.9,520616.7,2511429.9,801.1,16217.966089617938
15476,Charles H. Greenthal: 233 EAST 69 STREET,Manhattan,1957,Multifamily Housing,Multifamily,100,684.6,1886296.6,5281003.4,547.4,16217.966089617938
15477,Charles H. Greenthal: 257 WEST 117 STREET,Manhattan,1892,Multifamily Housing,Multifamily,100,102.6,2489655.1,1792026.4,284.0,16217.966089617938
15479,Cornerstone: 40 West 24th Street,Manhattan,1905,Multifamily Housing,Multifamily,100,71.6,511243.3,1163798.1,250.9,16217.966089617938
15504,575 Washington Street,Manhattan,1925,Parking,Other,100,25.9,5616.7,311022.9,26.6,75.3
15515,International House - 500 Riverside Dr.,Manhattan,1924,Residence Hall/Dormitory,Other,100,100.6,15321878.3,5029023.2,1239.7,7096.8
15516,International House - 524 Riverside Dr.,Manhattan,1950,Residence Hall/Dormitory,Other,100,138.2,940365.7,1775212.4,880.4,8023.6
15518,Evans View,Manhattan,1986,Multifamily Housing,Multifamily,100,109.2,263768.8,3996576.8,1124.5,16217.966089617938
15519,56 Leonard,Manhattan,2007,Multifamily Housing,Multifamily,100,199.9,580915.6,20540341.8,3861.7,16217.966089617938
15520,256 West 38 Street,Manhattan,1924,Office,Office,100,127.6,24384312.42738699,4356705.6,379.6,471.0
15525,1 West 85th Street,Manhattan,1925,Multifamily Housing,Multifamily,100,105.9,8692794.5,1587858.6,596.2,3927.1
15541,227 WEST 17TH STREET,Manhattan,1910,Multifamily Housing,Multifamily,100,95.4,72840.0,600851.8,169.4,669.6
15542,130 WEST 17TH STREET,Manhattan,1930,Multifamily Housing,Multifamily,100,108.4,13716.7,880104.2,182.0,537.8
15544,171 WEST 12TH STREET,Manhattan,1915,Multifamily Housing,Multifamily,100,59.9,56881.2,362750.0,94.4,965.0
15545,25 WEST 64TH ST,Manhattan,1902,Multifamily Housing,Multifamily,100,102.1,97753.3,421527.6,197.9,2098.3
15546,33 RECTOR STREET,Manhattan,1915,Multifamily Housing,Multifamily,100,30.9,24384312.42738699,217344.4,41.4,16217.966089617938
15547,45 LISPENARD STREET,Manhattan,1900,Multifamily Housing,Multifamily,100,111.8,41110.0,696123.3,221.9,718.9
15548,537 BROADWAY,Manhattan,1900,Multifamily Housing,Multifamily,100,144.2,19823.3,1406073.7,225.6,296.2
15550,67 Franklin Street,Manhattan,1900,Multifamily Housing,Multifamily,100,262.5,24384312.42738699,2953070.4,250.1,16217.966089617938
15551,682 BROADWAY,Manhattan,1900,Multifamily Housing,Multifamily,100,93.6,64406.7,1048253.2,128.6,993.4
15552,76 CROSBY STREET,Manhattan,1884,Multifamily Housing,Multifamily,100,160.4,319564.5,1941313.9,292.0,784.0
15553,926 2nd Avenue,Manhattan,1982,Multifamily Housing,Multifamily,100,348.2,2862143.8,2349939.2,351.0,16217.966089617938
15555,541 BROADWAY/112 MERCER,Manhattan,1900,Multifamily Housing,Multifamily,100,158.7,1738196.8,1374111.7,208.7,960.5
15556,710 BROADWAY,Manhattan,1900,Multifamily Housing,Multifamily,100,112.0,864780.0,849995.2,117.9,672.4
15557,33 BLEECKER STREET,Manhattan,1900,Multifamily Housing,Multifamily,100,117.6,2369136.9,167188.0,140.0,542.0
15565,AKAM - 1212 Fifth Avenue,Manhattan,1925,Multifamily Housing,Multifamily,100,76.6,1616975.0,2487344.1,296.5,1982.3
15566,AKAM - 15 West 72nd Street,Manhattan,1964,Multifamily Housing,Multifamily,100,117.3,43639040.1,11878874.5,3323.9,15732.3
15568,AKAM - 102 Bradhurst Avenue,Manhattan,2005,Multifamily Housing,Multifamily,100,100.6,9411799.9,3239405.1,774.3,6662.9
15569,AKAM - 530 East 76th Street,Manhattan,1986,Multifamily Housing,Multifamily,100,160.6,386881.8,9218521.2,2656.6,19473.3
15570,AKAM - 350 East 30th Street,Manhattan,1956,Multifamily Housing,Multifamily,100,93.9,6721127.6,1738611.5,504.2,5008.2
15571,AKAM - 12 Beekman Place,Manhattan,1957,Multifamily Housing,Multifamily,100,85.5,84103.1,1401701.3,343.4,16217.966089617938
15572,AKAM - 68 Bradhurst Avenue,Manhattan,2005,Multifamily Housing,Multifamily,100,135.6,8812475.1,9210799.6,1248.1,9693.3
15573,AKAM - 58 West 58th Street,Manhattan,1969,Multifamily Housing,Multifamily,100,160.8,270021.2,5940706.4,1834.5,16217.966089617938
15574,AKAM - 60 West 68th Street,Manhattan,1920,Multifamily Housing,Multifamily,100,93.8,127930.0,916897.5,316.8,16217.966089617938
15575,AKAM - 181 East 73rd Street,Manhattan,1958,Multifamily Housing,Multifamily,100,165.9,1774993.9,3587245.5,1733.7,9194.3
15576,AKAM - 1901 Madison Avenue,Manhattan,1994,Multifamily Housing,Multifamily,100,85.2,4063250.0,3669434.8,526.6,16217.966089617938
15577,AKAM - 7 West 92nd Street,Manhattan,1915,Multifamily Housing,Multifamily,100,131.3,133610.0,690358.0,351.7,4036.5
15578,AKAM - 540 West 49th Street/545 West 48th Street,Manhattan,2013,Multifamily Housing,Multifamily,100,63.2,2100036.3,1799872.4,264.0,16217.966089617938
15579,AKAM - 120 East 90th Street,Manhattan,1962,Multifamily Housing,Multifamily,100,140.9,255575.0,3117343.2,646.3,3436.6
15580,AKAM - 144 East 36th Street,Manhattan,1916,Multifamily Housing,Multifamily,100,98.4,49996.7,573146.2,215.1,1414.3
15581,AKAM - 515 West 23rd Street,Manhattan,2008,Multifamily Housing,Multifamily,100,111.9,1101100.0,1154130.1,156.2,599.9
15582,AKAM - 210 East 73rd Street,Manhattan,1929,Multifamily Housing,Multifamily,100,106.2,185684.8,1461724.0,410.5,16217.966089617938
15583,AKAM - 415 Washington Street,Manhattan,2010,Multifamily Housing,Multifamily,100,280.2,9756193.7,1966844.6,684.8,16217.966089617938
15584,AKAM - 324 Pearl Street,Manhattan,1920,Multifamily Housing,Multifamily,100,123.2,2304946.8,808610.5,190.9,1610.0
15585,AKAM - 690 Washington Street,Manhattan,1974,Multifamily Housing,Multifamily,100,150.9,24384312.42738699,2047370.6,173.4,3234.1
15586,AKAM - 551 10th Avenue,Manhattan,2015,Multifamily Housing,Multifamily,100,116.4,6412800.1,21138188.3,2130.8,16217.966089617938
15587,AKAM - 1349 Lexington Avenue,Manhattan,1922,Multifamily Housing,Multifamily,100,103.5,174581.2,1922268.0,633.4,16217.966089617938
15588,AKAM - 171 West 131st Street,Manhattan,2015,Multifamily Housing,Multifamily,100,125.3,11246811.7,2491463.1,808.4,16217.966089617938
15589,AKAM - 205 East 59th Street,Manhattan,2003,Multifamily Housing,Multifamily,100,210.0,5220280.4,5393726.6,734.1,3072.5
15590,AKAM - 2050 2nd Avenue,Manhattan,2015,K-12 School,SpecialPurpose,100,197.9,1548040.6,3080245.6,343.1,16217.966089617938
15591,AKAM - 9 Barrow Street,Manhattan,1930,Multifamily Housing,Multifamily,100,131.1,3286406.4,3354358.5,458.6,2866.6
15592,AKAM - 220 East 60th Street,Manhattan,1965,Multifamily Housing,Multifamily,100,200.0,283865.6,3298136.1,1060.4,16217.966089617938
15593,AKAM - 200 East 24th Street,Manhattan,1972,Multifamily Housing,Multifamily,100,108.7,8057667.9,3002968.8,720.2,16217.966089617938
15594,AKAM - 71 Reade Street,Manhattan,2013,Multifamily Housing,Multifamily,100,132.9,938506.3,1773805.4,200.1,835.0
15595,AKAM - 296 West 10th Street,Manhattan,1997,Multifamily Housing,Multifamily,100,132.0,2351118.4,968839.0,206.9,1200.6
